Table 1.  Disease-modifying drugs in independent trials involving more than 1 neurodegenerative disorder.,,,,,,,,,,,,
Drug,Trial,Phase,Diagnosis,Number of Participants,Duration of Trial,Primary Outcome(s),Biomarker Outcome(s),Year Registered,Status,,,
,NCT01760005,P2/P3,AD,490,"Baseline, week 208","Assess cognitive efficacy in individuals with mutations causing dominantly inherited AD as measured by the change from baseline in the DIAN-Multivariate Cognitive Endpoint (DIAN-MCE); Gantenerumab: Rate of change over time- Clinical Dementia Rating Sum of Boxes (CDR-SB); Gantenerumab: Rate of change over time- Functional Assessment Scale (FAS); Solanezumab: Clinical Measures- Clinical Dementia Rating (CDR), including CDR sum of boxes (CDR-SB) and clinicians diagnostic assessment; Solanezumab: Clinical Measures- Geriatric Depression Scale (GDS); Solanezumab: Clinical Measures- Neuropsychiatric Inventory Questionnaire (NPI-Q); Solanezumab: Clinical Measures- Functional Assessment Scale (FAS); Solanezumab: Clinical Measures- Mini-Mental Status State Examination (MMSE); Solanezumab: Cognitive Measures- International Shopping List Test (12-Item Word List Learning): 3 learning trials, Immediate Recall, 30-min Delayed/Reversed Recall (Cogstate); Solanezumab: Cognitive Measures- Groton Maze Learning Test: Timed Chase Task, 5 learning Trials, Immediate Recall, 30-min Delayed/Reversed Recall (Cogstate); Solanezumab: Cognitive Measures- Trailmaking Test parts A & B; Solanezumab: Cognitive Measures- WMS-R Digit Span; Solanezumab: Cognitive Measures- WAIS-R Digit-Symbol Substitution Test; Solanezumab: Cognitive Measures- Raven's Progressive Matrices (Set A); Solanezumab: Cognitive Measures- Category Fluency (Animals & Vegetables); Solanezumab: Cognitive Measures- WMS-R Logical Memory (Immediate & Delayed Recall); Solanezumab: Cognitive Measures- Alternative multivariate composite: (1) Digit Span backwards; (2) Logical Memory (Immediate); (3) Trailmaking B; (4) Category Fluency (Animals); Solanezumab: Imaging Measures- Brain amyloid load as measured by [11C]PiB-PET; Solanezumab: Imaging Measures- Brain amyloid load as measured by florbetapir PET; Solanezumab: Imaging Measures- Brain glucose metabolism as measured by fluorodeoxyglucose (FDG)-PET; Solanezumab: Imaging Measures- Brain atrophy as measured by cortical thickness of regions of interest, whole brain volume and ventricular volume (volumetric MRI); Solanezumab: Imaging Measures- Brain tau load as measured by flortaucipir PET; Solanezumab: Fluid Biomarker Measures- CSF Aβ 40 and 42, free and total; Solanezumab: Fluid Biomarker Measures- CSF Tau and pTau; Solanezumab: Fluid Biomarker Measures- CSF Neurofilament light chain (NfL); Solanezumab: Fluid Biomarker Measures- Plasma Neurofilament light chain (NfL); Solanezumab: Fluid Biomarker Measures- Plasma Aβ 40 and 42, total; Solanezumab: Fluid Biomarker Measures- Plasma Anti-drug antibodies (ADA); Additional Outcome Measures: Change from Baseline in Cognitive Measures- A Cogstate multivariate endpoint: Cogstate Detection Task, Cogstate Identification Task, Cogstate One Card Learning Test, and Cogstate One Back Task; Additional Outcome Measures: Change from Baseline in Cognitive Measures- An alternative multivariate endpoint: Logical Memory Immediate Recall, Digit Span Backward Recall, Category Fluency (Animals), Trailmaking Test Part B; Additional Outcome Measures: Change from Baseline in Cognitive Measures- International Shopping List Test (12-Item Word List Learning) (Cogstate); Additional Outcome Measures: Change from Baseline in Cognitive Measures- WMS-R Logical Memory (Delayed and Immediate Recall); Additional Outcome Measures: Change from Baseline in Cognitive Measures- Wechsler Adult Intelligence Scale - Revised (WAIS-R) Digit-Symbol Substitution Test; Additional Outcome Measures: Change from Baseline in Cognitive Measures- Cogstate Identification Task; Additional Outcome Measures: Change from Baseline in Cognitive Measures- Cogstate One Card Learning Test; Additional Outcome Measures: Change from Baseline in Cognitive Measures- Cogstate One-Back Task; Additional Outcome Measures: Change from Baseline in Cognitive Measures- Wechsler Memory Scale - Revised (WMS-R) Digit Span Backward and Forward Recall; Additional Outcome Measures: Change from Baseline in Cognitive Measures- Category Fluency (Animals & Vegetables); Additional Outcome Measures: Change from Baseline in Cognitive Measures- Trailmaking Tests parts A & B; Additional Outcome Measures: Clinical Efficacy Measures- Clinical Dementia Rating (CDR), including CDR sum of boxes (CDR-SB); Additional Outcome Measures: Clinical Efficacy Measures- Functional Assessment Scale (FAS); Additional Outcome Measures: Clinical Efficacy Measures- Global Clinical Dementia Rating (CDR); Additional Outcome Measures: Clinical Efficacy Measures- Mini-Mental State Examination (MMSE); Additional Outcome Measures: Clinical Efficacy Measures- Neuropsychiatric Inventory Questionnaire (NPI-Q); Additional Outcome Measures: Imaging Efficacy Endpoints- Change from baseline in amyloid load based on imaging with [11C]PIB-PET; Additional Outcome Measures: Imaging Efficacy Endpoints- [18F]AV-1451 Tau PET measures of neurofibrillary tangle (NFT) burden; Additional Outcome Measures: Fluid Biomarker Efficacy Endpoints- Change in CSF Total Abeta1-40 and Abeta1-42 (free+bound); Additional Outcome Measures: Fluid Biomarker Efficacy Endpoints- Change in CSF free Abeta1-40 and free Abeta1-42; Additional Outcome Measures: Fluid Biomarker Efficacy Endpoints- Change in CSF Abeta1-40 and CSF Abeta1-42; Additional Outcome Measures: Fluid Biomarker Efficacy Endpoints- Change in CSF Tau and CSF pTau181; Additional Outcome Measures: Fluid Biomarker Efficacy Endpoints- Change in CSF and plasma NfL; Additional Outcome Measures: Fluid Biomarker Efficacy Endpoints- Change in plasma Abeta1-40 and Abeta1-42; Other Additional Analysis Endpoints: Imaging Biomarkers- Functional Connectivity MRI measures (fc-MRI); Other Additional Analysis Endpoints: Imaging Biomarkers- Diffusion Tensor Imaging (DTI) MRI including diffusion basis spectrum imaging (DBSI); Other Additional Analysis Endpoints: Imaging Biomarkers- Blood flow measures by Arterial Spin Labeling (ASL) MRI; Other Additional Analysis Endpoints: Cognitive Tests- Raven's Progressive Matrices (Set A); Other Additional Analysis Endpoints: Cognitive Tests- Groton Maze Learning Test: Timed Chase Task, 5 learning Trials, Immediate Recall, 30-min Delayed Recall (Cogstate); Other Additional Analysis Endpoints: Cognitive Tests- Behavioral Pattern Separation Object Task; Other Additional Analysis Endpoints: Clinical Assessments- Geriatric Depression Scale (GDS); Other Additional Analysis Endpoints: Clinical Assessments- Memory Complaint Questionnaire (MAC-Q); Other Additional Analysis Endpoints: Safety and Tolerability Outcome Measures- Incidence and severity of treatment-emergent adverse events (TEAEs), serious adverse events (SAEs), and treatment discontinuations; Other Additional Analysis Endpoints: Safety and Tolerability Outcome Measures- Neurological findings; Other Additional Analysis Endpoints: Safety and Tolerability Outcome Measures- Clinical laboratory evaluations; Other Additional Analysis Endpoints: Safety and Tolerability Outcome Measures- ECG findings; Other Additional Analysis Endpoints: Safety and Tolerability Outcome Measures- Columbia Suicide severity rating scale (CSSRS); Other Additional Analysis Endpoints: Safety and Tolerability Outcome Measures- Safety MRIs including amyloid-related imaging abnormalities (ARIAs)",,2013,2020; Recruiting,,,
,NCT02614131,P1,"MCI, AD",50,"Day 85: Pre-dose, 2, 4, 8, 12, 24, 32, 36, 40, 44, 48, 52, 56, 60, 64, 68, 72, 96, 120, 168, 216, 264, 336, 504, 672 hours post-dose (Part B)",Plasma Amyloid Beta (Aβ1-40 and Aβ1-42) Concentration Part B; Plasma Amyloid Beta1-40 (Aβ1-40 ) Concentration Part A; Pharmacokinetics (PK): Area Under the Concentration Versus Time Curve From Zero to 168 Hours (AUC 0-168) of LY2599666 Part B; Pharmacokinetics (PK): Area Under the Concentration Versus Time Curve From Zero to Infinity (AUC 0-∞) of LY2599666 Part A; Pharmacokinetics (PK): Maximum Concentration (Cmax) of LY2599666 Part B; Pharmacokinetics (PK): Maximum Concentration (Cmax) of LY2599666 Part A; Number of Participants With One or More Serious Adverse Event (SAE) Considered by the Investigator to be Related to Study Drug Administration,,2015,2020; Terminated,,,
,NCT02760602,P3,AD,26,"Baseline, 24 Months",Change From Baseline in Alzheimer´s Disease Assessment Scale- Cognitive Subscale (ADAS-Cog14) Score; Change From Baseline in Neocortical Tau Deposits Using 18F-AV-1451 PET; Change From Baseline on Alzheimer´s Disease Cooperative Study-Activities of Daily Living Scale for Mild Cognitive Impairment (ADCS-MCI-ADL); Change From Baseline in Concentration of Cerebrospinal Fluid (CSF) Aβ and CSF Tau Proteins; Change From Baseline on the Mini Mental Status Examination (MMSE); Change From Baseline in Florbetapir Positron Emission Tomography (PET) Standardized Uptake Value Ratio (SUVr); Change From Baseline in Volumetric Magnetic Resonance Imaging (vMRI); Change From Baseline in Concentration of Plasma Amyloid-β Peptide (Aβ) and Plasma Solanezumab; Change From Baseline on the Quality of Life in Alzheimer's Disease Scale (QoL-AD); Change From Baseline on the EuroQol 5-Dimensional Health-Related Quality of Life Scale (EQ-5D); Change From Baseline on the Resource Utilization in Dementia-Lite (RUD-Lite); Change From Baseline on the Free and Cued Selective Reminding Test (FCSRT); Change From Baseline on the Repeatable Battery for the Assessment of Neuropsychological Status (RBANS); Change From Baseline on the Clinical Dementia Rating Scale Sum of Boxes (CDR-SB); Change From Baseline on the Neuropsychiatric Inventory (NPI); Change From Baseline on the Functional Activities Questionnaire (FAQ); Change From Baseline on the Montreal Cognitive Assessment (MoCA),,2016,2019; Terminated,,,
,NCT01900665,P3,AD,2129,"Baseline, Week 80",Change From Baseline in Cerebrospinal Fluid (CSF) Aβ Levels; Change From Baseline in Florbetapir Positron Emission Tomography (PET) Scan; Pharmacokinetics (PK): Area Under the Concentration Time Curve (AUC) of Solanezumab (LY2062430); Change From Baseline in Volumetric Magnetic Resonance Imaging (vMRI); Change From Baseline in Plasma Amyloid-Beta (Aβ) Species; Percentage of Participants of Cognitive and Functional Responders; Change From Baseline in Integrated Alzheimer's Disease Rating Scale (iADRS); Change From Baseline in 5-Dimensional EuroQol Quality of Life Scale Proxy Version (EQ-5D Proxy); Change From Baseline in Quality of Life in Alzheimer's Disease (QoL-AD); Change From Baseline in Resource Utilization in Dementia-Lite (RUD-Lite); Change From Baseline in Neuropsychiatric Inventory (NPI); Change From Baseline in Clinical Dementia Rating-Sum of Boxes (CDR-SB); Change From Baseline in Functional Activities Questionnaire (FAQ); Change From Baseline in Alzheimer's Disease Cooperative Study Activities of Daily Living Inventory (ADCS-ADL); Change From Baseline in Mini-Mental State Examination (MMSE); Change From Baseline in Alzheimer's Disease Assessment Scale-Cognitive 11 Item Subscore (ADAS-Cog11); Change From Baseline in Alzheimer's Disease Cooperative Study- Instrumental Activities of Daily Living (ADCS-iADL); Change From Baseline in Alzheimer's Disease Assessment Scale-Cognitive 14 Item Subscore (ADAS-Cog14),,2013,2019; Terminated,,,
,NCT01127633,P3,AD,1457,"Baseline, Week 104",Mean Change From Baseline to Endpoint in Amyloid Imaging Parameters in Subjects With Mild Alzheimer's Disease; Change From Baseline to 104-week Endpoint in Alzheimer's Disease Assessment Scale - Cognitive Subscore 11-Item Scale (ADAS-Cog11); Change From Baseline to 104-week Endpoint in Volumetric Magnetic Resonance Imaging (vMRI); Change From Baseline to 52-week Endpoint in Plasma Amyloid Beta (Aβ) Levels; Change From Baseline to 104-week Endpoint in Mini-Mental State Examination (MMSE); Change From Baseline to 104-week Endpoint in Quality of Life in Alzheimer's Disease (QoL-AD); Change From Baseline to 104-week Endpoint in EuroQol 5-Dimensional Health-Related Quality of Life Scale Proxy Version (EQ-5D Proxy); Change From Baseline to 104-week Endpoint in Resource Utilization in Dementia - Lite (RUD-Lite) Caregiver Hours; Change From Baseline to 104-week Endpoint in Neuropsychiatric Inventory (NPI); Change From Baseline to 104-week Endpoint in Clinical Dementia Rating - Sum of Boxes (CDR-SB); Change From Baseline to 104-week Endpoint in Alzheimer's Disease Cooperative Study - Activities of Daily Living Inventory (ADCS-ADL); Change From Baseline to 104-week Endpoint in Alzheimer's Disease Assessment Scale - Cognitive 14-Item Scale (ADAS-Cog14); Assess the Number of Participants With One or More Drug-Related Adverse Events (AEs) or Any Serious AEs (SAEs),,2010,2019; Terminated,,,
,NCT00904683,P3,AD,1040,"Baseline, Week 80",Change from Baseline to Week 80 in Alzheimer's Disease Cooperative Study - Activities of Daily Living Inventory (ADCS-ADL) Score; Change from Baseline to Week 80 in Alzheimer's Disease Assessment Scale - Cognitive Subscore 14-Item Scale (ADAS-Cog14); Change from Baseline to Week 80 in Clinical Dementia Rating - Sum of Boxes (CDR-SB) Score; Change from Baseline to Week 80 in Neuropsychiatric Inventory (NPI) Score; Change from Baseline to Week 80 in volumetric Magnetic Resonance Imaging (vMRI); Change from Baseline to Week 80 in Mini-Mental State Examination (MMSE) Score; Change from Baseline to Week 80 in Resource Utilization in Dementia - Lite (RUD-Lite) Score; Change from Baseline to Week 80 in EuroQol 5-Dimensional Health-related Quality of Life Scale Proxy version (EQ-5D Proxy) Score; Change from Baseline to Week 80 in Quality of Life in Alzheimer's Disease (QoL-AD) Score; Change from Baseline to Week 80 in Plasma Amyloid Beta Levels; Change from Baseline to Week 80 in Alzheimer's Disease Assessment Scale - Cognitive Subscore 11-Item and 12-Item Scale (ADAS-Cog11 and ADAS-Cog12),,2009,2012; Completed,,,
,NCT00905372,P3,AD,1000,"Baseline, 80 w",Change from baseline to endpoint in Quality of Life in Alzheimer's Disease (QoL-AD); Change from baseline to endpoint in plasma LY2062430 to investigate a relationship between plasma LY2062430 and plasma A Beta levels.; Change from baseline to endpoint in plasma A Beta; Change from baseline to endpoint in Alzheimer's Disease Assessment Scale-Cognitive subscore (ADAS-Cog11); Change from baseline to endpoint in Alzheimer's Disease Cooperative Study-Activities of Daily Living Inventory (ADCS-ADL); Change from baseline to endpoint in Clinical Dementia Rating-Sum of Boxes (CDR-SB); Change from baseline to endpoint in Neuropsychiatric Inventory (NPI); Change from baseline to endpoint in volumetric magnetic resonance imaging (vMRI); Change from baseline to endpoint in Mini-Mental State Examination (MMSE); Change from baseline to endpoint in Resource Utilization in Dementia-Lite (RUD-Lite); Change from baseline to endpoint in EuroQol 5-Dimensional Health-related Quality of Life Scale Proxy version (EQ-5D Proxy),,2009,2012; Completed,,,
,NCT01148498,P2,AD,55,"Baseline (pre-dose); 30 minutes; 24 hours; 7, 28, 56 and 112 d post-dose",Mean change in plasma levels of modified Aβ species after solanezumab infusion; Mean change from baseline up to 112 days post drug administration in plasma levels of Aβ fragment-2 in (Group 1) and (Group 3); Mean change in plasma levels of Aβ1-42 after solanezumab infusion; Mean change in plasma levels of Aβ1-40 species after solanezumab infusion,,2010,2012; Completed,,,
,NCT00749216,P2,AD,33,6 m,Adverse events; Changes in the extended ADAS-Cog stand for Alzheimer's Disease Assessment Scale-Cognitive subscale; pharmacodynamic of Aβ1-40 and Aβ1-42; Pharmacokinetics,,2008,2010; Completed,,,
rTMS with H-coil,NCT04638777,N/A,PD,60,"Baseline evaluation, end of treatment (1 month after start of the treatment) and end of follow-up (2 m after start of the treatment)",Change at Pegboard test over time; Change at Tapping test over time; Change at Unified Parkinson's disease rating scale III over time; Incidence of Treatment-Emergent adverse events [Safety and Tolerability of rTMS]; Change at Up & Go Test over time; Change at dyskinesia rating scale over time; Change at and at Word Fluency test over time; Change at Digit forward & backward test over time; Change at Beck Depression Inventory scale-II over time; Change at The Clinical Global Impression - Severity scale ( CGI-S) over time,,2020,2020; Completed,,,device
,NCT04562506,N/A,AD,30,Change in the score between end of treatment (2 m after start of the treatment) and end of follow-up (4 m after start of treatment),Improvement at Alzheimer's Disease Assessment Scale-cognitive over time; Improvement at Mini Mental State Examination scale over time; Improvement at Beck Depression Inventory scale-II over time; Improvement at Clinical Global Impression-Improvement scale over time; Persistence of improvement at Alzheimer's Disease Assessment Scale-cognitive over time,,2020,2020; Completed,,,
Rosiglitazone,NCT00265148,P2,AD,80,At Month 12,"Number of Participants With Clinical Chemistry Data of PCC at End of the Treatment (Month 12); Number of Participants With Hematological Data of Potential Clinical Concern (PCC) at End of Treatment (Month 12); Change From Baseline in Lipid (Cholesterol) and Apo-lipoprotein Levels at Month 12; Global and Regional CMRglu Index by APOE Epsilon-4 Allele Subtype at 12 Month; Number of Participants With Body Weight and Height Outside the Clinical Concern at Month 12; Number of Participants With Abnormal 12-lead Electrocardiogram (ECG) Parameters at Screening and Follow-up; Number of Participants With Heart Rate/ Pulse Rate Outside the Concern Range at Month 12; Number of Participants With Systolic Blood Pressure (SBP) and Diastolic Blood Pressure (DBP) Outside the Concern Range at Month 12; Number of Participants With Adverse Events (AEs) and Serious Adverse Events (SAEs); Number of Participants by Apo-lipoprotein -e (APOE Epsilon)-4 Allele Subtype; Change From Baseline in Insulin Sensitivity Measured by Homeostasis Model Assessment of Insulin Resistance (HOMA IR); Change From Baseline in Inflammatory Biomarkers (CD40, C-reactive Protein [CRP] , Interleukin [ IL ]-6, and Tumor Necrosing Factor [TNF]-Alpha); Change From Baseline in Glycosylated Hemoglobin [HbA1C] at Month 12; Change From Baseline in Fasting Plasma Glucose at Month 12; Percent Change From Baseline in Brain Volume Over Period; Change From Baseline in Normalized Brain Volume Over Period; Change From Baseline in Mini-mental State Examination (MMSE) Score Over Period; Change From Baseline in Neuropsychiatric Inventory Score Over Period; Change From Baseline in Clinician Based Impression of Change-plus (CBIC +) Score Over Period; Change From Baseline in Alzheimer's Disease Assessment Scale - Cognitive Scale (ADAS-COG) Total Score Over Period; Change From Baseline in Cognitive Test by Simple Reaction Time (SRT) Method Over Period; Change From Baseline (Day 1) in Accuracy by Choice Reaction Time (CRT) Test Over Period; Change From Baseline (Day 1) in Simplified Spatial Paired Associate Learning (SSPAL) Response Over Period; Change From Baseline (Day 1) in Delayed Free Recall Items Over Period by Stroop Colour Word Interference (SCWI) at Months 1, 6 and 12; Change From Baseline (Day 1) in Delayed Free Recall Words at Months 1, 6, and 12 by Buschke Selective Reminding (BSR) Test; Change From Baseline (Day 1) in CMRGlu Indices at Months 1 and 6; Change From Baseline (Day 1) in Global and Regional Indices of Cerebral Metabolic Rate of Glucose (CMRglu) at Month 12",,2005,2020; Completed,,,
,NCT00428090,P3,AD,862,Up to W24,"Number of Par. With Clinical Chemistry Values of Potential Clinical Concern Any Time on Treatment; Number of Par. With Hematology Data of Potential Clinical Concern Any Time on Treatment; Change From Baseline (W0) in Periodic HbA1c Assessment; Change From Baseline (W0) in Hematocrit; Change From Baseline (W0) in Hemoglobin; Change From Baseline (W0) in Body Weight; Change From Baseline (W0) in Heart Rate (HR) Measured From 12-lead Electrocardiogram (ECG); Change From Baseline (W0) in 12-lead Electrocardiogram (ECG); Number of Participants With Systolic and Diastolic Blood Pressure (SBP and DBP), Heart Rate (HR) and Weight Values of Potential Clinical Concern (PCC) Any Time on Treatment (ATOT).; Number of Participants With Adverse Events Defined by Severity; Change From Baseline (W0) in Glycosylated Hemoglobin (HbA1c) at W24.; Change From Baseline (W0) in Mini Mental State Examination (MMSE) Total Score at W24.; Change From Baseline (W0) in Alzheimer's Carer's Quality of Life Instrument (ACQLI) Score at W12 and W24.; Time Spent Caring for Basic and Instrumental Activities Resource Utilization in Dementia (RUD) Scale at W12 and W24; Change From Baseline (W0) in Mean European Quality of Life -5 Dimensions Proxy Version (EQ-5D Proxy) Total Score at W12, W24 Assessed by Thermometer (Visual Analog Scale [VAS]); Change From Baseline (W0) in Mean European Quality of Life -5 Dimensions Proxy Version (EQ-5D Proxy) Total Score at W12, W24 Assessed by Utility; Change From Baseline (W0) in Mean Short Term Memory Assessment Total Score (ADAS-Cog Q1 Plus Q7) at W8, W16, W24; Change From Baseline (W0) in Mean Disability Assessment for Dementia (DAD) Scale Total Score at W8, W16, W24; Change From Baseline (W0) in Mean Neuropsychiatric Inventory (NPI) Total Score at W8, W16, W24; Change From Baseline (W0) in Mean CIBIC+ Global Functioning Total Score at W8, W16, W24; Change From Baseline (W0) in Mean ADAS-Cog Total Score at W8, W16, W24; Change From Baseline (W0) in Mean CIBIC+ Global Functioning Total Score at W24 as a Function of APOE e4 Status in Full Population Cohort; Change From Baseline (W0) in Mean CIBIC+ Global Functioning Total Score at W24 as a Function of APOE e4 Status in All Except e4/e4's Cohort; Change From Baseline (W0) in Mean CIBIC+ Global Functioning Total Score at W24 as a Function of APOE e4 Status in APOE4 Negative Cohort; Change From Baseline (W0) in Mean ADAS-Cog Total Score at W24 as a Function of APOE e4 Status in Full Population Cohort; Change From Baseline (W0) in Mean ADAS-Cog Total Score at W24 as a Function of APOE e4 Status in All Except e4/e4's Cohort; Change From Baseline (W0) in Mean ADAS-Cog Total Score at W24 as a Function of APOE e4 Status in Apolipoprotein epsilon4 (APOE e4) Negative Cohort",,2007,2017; Completed,,,
,NCT00242593,P2,MCI,120,"every 6 m for 18 m, again 2 at m post-treatment (20 m)","Cognitive measures: delayed list recall, Stroop Interference test; Biological outcomes: plasma insulin, IDE, AB40, AB42, inflammatory cytokines, and F2-isoprostanes; MRI outcome: Whole brain and medial temporal lobe atrophy rate; Cognitive measures: ADAS-cog total score, story recall verbal fluency, paired associate learning, SOPT, rating scales",,2005,2011; Unknown status,,,
memantine,NCT00545974,P4,FTDLD,81,26 w,"Number of Participants Starting Antipsychotic Therapy; Longitudinal Changes From Baseline to 26 Weeks for Test Battery: Letter Fluency, Category Fluency, Digit Symbol, Digits Backwards; Longitudinal Changes From Baseline to 26 Weeks for Test Battery: CDR-SB, FAQ, TFLS, MMSE, EXIT25, UPDRS, Boston Naming Test; Clinical Global Impression of Change (CGIC); Change in Neuropsychiatric Inventory (NPI)",,2007,2020; Completed,,,
,NCT00933608,P4,AD,17,baseline (pre-treatment) and 4 m (post-treatment),N-acetylaspartate,,2009,2014; Completed,,,
,NCT00551161,P4,AD,12,"Baseline, 24 w, and 48 w","Changes in the Metabolite Ratios of N-acetylaspartate (NAA) to Creatine (Cr), Myo-inositol (mI) to Cr, Choline (Cho) to Cr, NAA to Cho, and NAA to mI, on Cholinesterase Monotherapy vs Combination of Memantine and Cholinesterase Inhibitor",,2007,2014; Completed,,,
,NCT00804271,P3,AD,487,at a post baseline visit,"Validation of new scale regarding content, reliability and responsiveness for DAT symptoms; Assessment of treatment response and correlation of new scale against ADAScog, SIB, NPI, DAD.",,2008,2013; Completed,,,
,NCT00401167,P4,AD,32,"Baseline, 3 m",Modified Nursing Care Assessment Scale; Activities of Daily Living; Neuropsychiatric Inventory Nursing Home Version; Clinical Global Impression of Change; Neuropsychiatric Inventory Burden Subscale; Cohen Mansfield Agitation Inventory; Quality of Life in Late Stage Dementia,,2006,2012; Completed,,,
,NCT01108029,P4,PD,28,3 m,"stride length by gait analysis with an optoelectronic system (VICON®); Kinematic and Kinetic parameters (stride length, stride time, velocity, cadence and variability of these parameters) of the gait initiation and the stabilised gait using the optoelectronic system (VICON®); Gait and motor symptoms: the ""Freezing Of Gait trajectory"",the UPDRS motor score (part III), the dyskinesia rating scale,; Attention: simple and complex reactions times; hypertonia of axial flexor and extensor; Drowsiness: Epworth and Parkinson's disease Sleep Scales; Apathy Lille Apathy Rating Scale; Depression: MADRS; Safety and Tolerability Endpoints; strength of axial flexor and extensor; DaT scan",,2010,2012; Completed,,,
Novolin R,NCT01595646,P2,"MCI, AD",37,Change from Baseline in Glucose Tolerance at 16 Weeks,Glucose Tolerance; Cerebral Blood Flow; Plasma Biomarkers of AD; Executive Function Composite; The Alzheimer's Disease Assessment Scale-Cognitive [ADAS-Cog/Alzheimer's Disease Cooperative Study (ADCS)] - MCI Revision; Functional Ability; Cerebral Spinal Fluid (CSF) Biomarkers of AD TTau-P181/Abeta42 Ratio; Cerebral Spinal Fluid (CSF) Biomarkers of AD; Verbal Memory Composite,,2012,2020; Completed,,,
,NCT02064166,P2,"PD, MSA",15,Baseline and post-treatment,"Modified Hoehn and Yahr Scale; Beck Depression Inventory Score (BDI); Cognitive Impairment Using Montreal Cognitive Assessment (MoCA); Brief Visuospatial Memory Test-Revised (BVMT-R); Gait Analysis (4-meter Test); Unified Parkinson's Disease Rating Scale Part III (UPDRS Part III); Change in Verbal Fluency FAS (F, A or S Words) Total Score",,2014,2018; Completed,,,
Zolpidem,NCT03075241,P3,AD,62,"Baseline, 14 d follow-up",Nighttime Total Sleep Time; Daytime Total Sleep Time; Ratio of daytime to nighttime sleep; Nighttime Wake after Sleep Onset; Proportion of sleep time at nighttime; Proportion of patients with gain of at least 30 minutes in Total Sleep Time; Differences between sleep efficiency between the two treatments.; Nighttime Number of Awakenings,,2017,2020; Completed,,,
,NCT03621046,P2,PD,28,6 d,Changes in motor function; Changes in cognitive function; Motor performance,,2018,2020; Completed,,,
Repetitive Transcranial Magnetic Stimulation (rTMS),NCT03217110,N/A,PD,200,During the 1 week of treatment comparing pre- and post-stimulation scans.,"Schizophrenia group: Change in Calgary depression scale.; Bipolar group: Change in Young Mania Rating Scale.; Change in cognitive function.; Change in disease-specific symptom rating scale, one scale identified for each group (MADRS for bipolar group; PANSS for schizophrenia group; UPDRS in Parkinson's patient group).; Change in brain rhythms; Change in cognitive function; Changes in functional MRI; Change in NIH Toolbox emotion battery; Change in motor function; Bipolar group: Change in Columbia Suicide Severity Rating Scale.; Change in PHQ9 score.; Change in CGI.; Changes in structural MRI.; Changes in MRI-based timing task.; Changes in DTI.; Changes in T1 rho MRI signal.",,2017,2020; Recruiting,,,
,NCT01504958,N/A,AD,22,"Pre-treatment, 1 month Post-treatment",Alzheimer's Disease Cooperative Study - Activities of Daily Living Inventory (ADCS-ADL); Clinical Global Impression of Change (CGIC); Alzheimer's Disease Assessment Scale - Cognitive Subscale (ADAS-Cog),,2012,2017; Completed,,,
Amyvid,NCT04118764,N/A,AD,6,Screening through 3 m post-treatment,Total Number of Individuals with Successful Opening of the BBB; Total number of Safety Events Related to Opening of BBB; Percent Change in Amyloid PET Signal Intensity; Change in Mini-Mental State Examination (MMSE) Score,,2019,2020; Recruiting,,,biomarker
,NCT04474405,Early P1,AD,36,injection to 6 hours postdose,Flortaucipir Whole Body Effective Dose With Urine Radioactivity; Flortaucipir PET Correlations With Cognitive Assessments Cognitive Assessments (Alzheimer's Disease Assessment Scale); Flortaucipir PET Correlations With Cognitive Assessments Cognitive Assessments (Digit Symbol Substitution Test); Flortaucipir PET Correlations With Cognitive Assessments (Mini-mental State Exam); Flortaucipir Whole Body Effective Dose; Brain Flortaucipir Uptake,,2020,2020; Completed,,,
,NCT02016560,P2/P3,AD,383,baseline scan,"Exploratory Phase: Correlation Between Flortaucipir SUVr and Age; Confirmatory Phase: Diagnostic Performance of Flortaucipir Visual Read; Exploratory Phase: Longitudinal Change in Tau Deposition Over Time, by Amyloid Status; Exploratory Phase: Cross-sectional Flortaucipir Imaging Results; Confirmatory Phase: Relationship Between Neocortical Flortaucipir Uptake and the Subsequent Rate of Cognitive Decline",,2013,2020; Completed,,,
,NCT02051764,P2,AD,44,baseline scan and at least 6 m after baseline scan,Change in Tau Deposition,,2014,2020; Terminated,,,
,NCT02079766,P2,CTE,41,baseline scan,Relationship Between Clinical Presentation and Tau Deposition (Subjects at High Risk of CTE Only); Flortaucipir Visual Read as CTE Biomarker,,2014,2020; Completed,,,
,NCT02266563,,"MCI, CTE",46,2 years,Uptake of [18F]T807 in the brain; Uptake of [18F]AV-45 in the brain; Neuropsychological data composite score,,2014,2019; Completed,,,
,NCT02918539,,AD,317,Two years,Patient Registry Participation,,2016,2018; Completed,,,
,NCT01518374,P2,"AD, MCI",1768,48 hours,Number of Participants Experiencing Treatment-emergent Adverse Events Considered Related to Florbetapir Administration,,2012,2018; Completed,,,
,NCT02191267,P2,CTE,30,Day 2 - of 2 day study.,Beta-Amyloid (Aβ) Protein Uptake.; Tau Protein Uptake..,,2014,2018; Completed,,,
,NCT02120664,P1,AD,35,up to 70 minutes post injection,Variability of PET Images in Young Healthy Control Subjects.; Correlation of Florbetapir (18F) Centiloid and 11C-PiB Centiloid; Florbetapir SUVr Conversion to Centiloid Units,,2014,2017; Completed,,,
,NCT02370524,P1,AD,16,1 year,Quantitative evaluation of [18F]T807 as a potential PET radioligand for imaging Tau in patients with clinically characterized tauopathies,,2015,2017; Completed,,,
