Table 5.  devices in independent trials involving more than 1 neurodegenerative disorder.,,,,,,,,,,,,
Drug,Trial,Phase,Diagnosis,Number of Participants,Duration of Trial,Primary Outcome(s),Biomarker Outcome(s),Year Registered,Status,,,
,NCT02205216,N/A,PD,40,"from baseline to follow-up periods (immediately, 1 and 3 m after the last intervention)",Walking parcours; New Freezing of Gait Questionnaire (N-FOGQ); Movement Disorders Society-Unified Parkinson's Disease Rating Scale (MDS-UPDRS); 39-Item Parkinson's Disease Questionnaire (PDQ-39); Beck Depression Inventory (BDI); 10 Meter Walk Test (10MWT); Timed Up & GO (TUG),,2014,2015; Unknown status,,,
,NCT02125383,N/A,PD,9,During each sleep study,PD motor scores measured by Kinesia HomeView; Sleepiness; tDCS sensations; Motor scores measured by the Unified Parkinson's Disease Rating Scale; Overnight Polysomnography,,2014,2015; Completed,,,
Sham stimulation,NCT04589182,N/A,"HD, MCI, PD",12,"before and after intervention (day 1 and 4, day 7 and 10)",Subjective sleep quality; Pilot study: feasibility of acoustic SWS enhancement; Vigilance; Sleep benefit on motor performance; Momentary sleepiness; Average sleepiness; Mood; Restorative effect of sleep; Slow wave enhancement; Auditory stimulation algorithm performance; Pilot study: changes in mood; Pilot study: changes in sleep quality; Pilot study: changes in sleepiness,,2020,2020; Recruiting,,,
,NCT03217110,N/A,PD,200,During the 1 week of treatment comparing pre- and post-stimulation scans.,"Schizophrenia group: Change in Calgary depression scale.; Bipolar group: Change in Young Mania Rating Scale.; Change in cognitive function.; Change in disease-specific symptom rating scale, one scale identified for each group (MADRS for bipolar group; PANSS for schizophrenia group; UPDRS in Parkinson's patient group).; Change in brain rhythms; Change in cognitive function; Changes in functional MRI; Change in NIH Toolbox emotion battery; Change in motor function; Bipolar group: Change in Columbia Suicide Severity Rating Scale.; Change in PHQ9 score.; Change in CGI.; Changes in structural MRI.; Changes in MRI-based timing task.; Changes in DTI.; Changes in T1 rho MRI signal.",,2017,2020; Recruiting,,,
,NCT03359902,N/A,MCI,250,5-10 minutes,Rey AVLT,,2017,2020; Recruiting,,,
,NCT02931097,P1/P2,PD,12,"3, 5, 7 m after surgery",Change in the anticipatory postural adjustments between each deep brain stimulation condition,,2016,2019; Recruiting,,,
,NCT01569958,P2,ALS,54,12 m,Decline of ALSFRS-R (ALS functional rating scale-revised) from baseline to 12 months; Decline of muscle strength from baseline to 12 months; Change of upper motor neuron signs from baseline to 12 months; Decline of forced vital capacity (percent of predicted normal) from baseline to 12 months; Change of quality of life from baseline to 12 months,,2012,2012; Unknown status,,,
Focused Ultrasound,NCT01772693,N/A,PD,27,Month 3,Number of Adverse Events; Functional Disabilities - Clinical Rating Scale for Tremor Part C - Functional Disabilities; Tremor Motor Scores - Clinical Rating Scale for Tremor - Treated Side Upper Extremity Parts A & B.; Tremor Motor Score Percent Change From Baseline.,,2013,2020; Completed,,,
,NCT02246374,N/A,PD,7,Baseline to 12-m post treatment,Incidence and severity of adverse events; Mean change in MDS-UPDRS Part III scores; Long Term Adverse Events Profile; Mean change in MDS-UPDRS total score; Mean change in MDS-UPDRS Part IV scores,,2014,"2020; Active, not recruiting",,,
,NCT02252380,N/A,"HD, PD",10,At the time of ExAblate procedure,Severity of Device and Procedure Related Complications,,2014,"2020; Active, not recruiting",,,
,NCT02263885,N/A,PD,20,At the time of Exablate transcranial procedure,Severity of Device and Procedure related complications,,2014,"2020; Active, not recruiting",,,
rTMS treatment,NCT04490616,N/A,MCI,32,"athrough study completion, an average of 12 w",Comparison of Deceptive Box Task score; Comparison of Look-prediction/say-prediction test score; Comparison of Empathy Quotient score; Comparison of Ekman 60 test score; Comparison of Frontal Behavioral Inventory score; Comparison of Look-prediction/say-prediction test; Changes from baseline in Deceptive Box Task Test.; Changes from baseline in Look/say Test; Changes from baseline in Empathy Quotient scale; Changes from baseline in Ekman 60 Test; Changes from baseline in Frontal Behavioral Inventory; Comparison Montreal Cognitive Assessment; Comparison of Geriatric Depression Scale score; Comparison of Euroquol-5 dimensions score,,2020,2020; Not yet recruiting,,,
,NCT02221544,N/A,PD,20,One week post intervention,Changes in frequency and severity of the freezing of gait phenomenon; Community ambulation; Changes in endurance; Balance; Immediate changes in blood pressure; Immediate change in gait function,,2014,2014; Unknown status,,,
Sham transcranial direct current stimulation,NCT04046055,N/A,PD,7,"Through study completion, up to 6 m","Time to complete the fast 30 meter walk test; Distance walked in the 6 Minute Walk Test; Time to complete the Timed Up and Go test; Movement of the center of pressure (2D; forward-backward, left-right) while standing on a firm surface (force platform) for 1 minute; Movement of the center of pressure (2D; forward-backward, left-right) while standing on a foam surface (6 cm foam pad placed on top of force platform) for 1 minute; Movement of the center of pressure (1D; forward-backward) while standing on a firm surface for 1 minute; Movement of the center of pressure (1D; forward-backward) while standing on a foam surface for 1 minute; Movement of the center of pressure (1D; left-right) while standing on a firm surface for 1 minute; Movement of the center of pressure (1D; left-right) while standing on a foam surface for 1 minute",,2019,2020; Completed,,,
,NCT02999282,N/A,FTDLD,70,Baseline - 2 w - 3 m - 6 m,Change in SICI measurements from Baseline; Change in ICF measurements from Baseline; Change in LICI measurements from Baseline; Change in SICF measurements from Baseline; Change in MMSE scores from Baseline; Change in phonemic fluencies scores from Baseline; Change in semantic fluencies scores from Baseline; Change in digit span forward scores from Baseline; Change in digit span backward scores from Baseline; Change in camel and cactus test scores from Baseline; Change in TMTA scores from Baseline; Change in TMTB scores from Baseline; Change in Stroop test scores from Baseline; Change in Symbol Digit test scores from Baseline; Change in Block Design test scores from Baseline; Change in The modified EkmanFaces Test from Baseline,,2016,2020; Completed,,,
active tDCS,NCT02315781,N/A,PD,3,12 w,HAMD score; Dopamine levels,,2014,2018; Terminated,,,
,NCT02997007,N/A,MCI,80,5-12 d,neural changes after multi-session tDCS; network changes after multi-session tDCS; Task performance changes after multi-session tDCS,,2016,2018; Unknown status,,,
,NCT02917122,P1/P2,PD,40,week 0 and 6,Change of Unified Parkinson's Disease Rating Scale among different weeks; Change of Hoehn and Yahr scale among different weeks; Change of Hamilton Rating Scale for Depression among different weeks; Change of Taiwanese Depression Questionnaire among different weeks; Change of Global Assessment of Functioning among different weeks; Change of clinical global impression among different weeks; Change of finger tapping test among different weeks; Change of continuous performance task among different weeks; Change of Wisconsin Card Sorting Test among different weeks; Change of Wechsler Memory Scale - Revised among different weeks,,2016,2016; Unknown status,,,
,NCT02772185,P2/P3,AD,60,"From date of first neurostimulation until the date of last neurostimulation, assessed up to 12 m",Change in cognitive ability assessed on the Wechsler Adult Intelligence Scale; Change in visuo-spatial working memory assessed on the Corsi block task; Change in cognitive function assessed on the Alzheimer's Disease Assessment Scale-cognitive subscale (ADAS-Cog); Change in verbal working memory assessed on the Digit Span task; Change in speed of cognitive processing and executive functioning assessed on the Trail Making Test; Change in executive function assessed on the Stroop Color and Word Test; Change in verbal fluency assessed on the FAS Verbal Fluency Test; Change in functional ability assessed on the Disability Assessment Dementia; Change in visual recognition assessed on the Poppelreuter-Ghent's Overlapping Figures test; Change in behavioral and psychological disturbances assessed on the Neuropsychiatric Inventory Questionnaire; Change in subjective burden among caregivers assessed on the Zarit Burden Interview; Change in electrical activity of the brain assessed on the Electroencephalogram (EEG); Side Effects Questionnaire,,2016,2016; Unknown status,,,
sham tDCS,NCT02997007,N/A,MCI,80,5-12 d,neural changes after multi-session tDCS; network changes after multi-session tDCS; Task performance changes after multi-session tDCS,,2016,2018; Unknown status,,,
,NCT02917122,P1/P2,PD,40,week 0 and 6,Change of Unified Parkinson's Disease Rating Scale among different weeks; Change of Hoehn and Yahr scale among different weeks; Change of Hamilton Rating Scale for Depression among different weeks; Change of Taiwanese Depression Questionnaire among different weeks; Change of Global Assessment of Functioning among different weeks; Change of clinical global impression among different weeks; Change of finger tapping test among different weeks; Change of continuous performance task among different weeks; Change of Wisconsin Card Sorting Test among different weeks; Change of Wechsler Memory Scale - Revised among different weeks,,2016,2016; Unknown status,,,
,NCT02772185,P2/P3,AD,60,"From date of first neurostimulation until the date of last neurostimulation, assessed up to 12 m",Change in cognitive ability assessed on the Wechsler Adult Intelligence Scale; Change in visuo-spatial working memory assessed on the Corsi block task; Change in cognitive function assessed on the Alzheimer's Disease Assessment Scale-cognitive subscale (ADAS-Cog); Change in verbal working memory assessed on the Digit Span task; Change in speed of cognitive processing and executive functioning assessed on the Trail Making Test; Change in executive function assessed on the Stroop Color and Word Test; Change in verbal fluency assessed on the FAS Verbal Fluency Test; Change in functional ability assessed on the Disability Assessment Dementia; Change in visual recognition assessed on the Poppelreuter-Ghent's Overlapping Figures test; Change in behavioral and psychological disturbances assessed on the Neuropsychiatric Inventory Questionnaire; Change in subjective burden among caregivers assessed on the Zarit Burden Interview; Change in electrical activity of the brain assessed on the Electroencephalogram (EEG); Side Effects Questionnaire,,2016,2016; Unknown status,,,
Brain imaging examination MRI,NCT01839422,N/A,AD,60,"10 d max. One week for the learning sessions, before MRI scans done one or two d after.","Succesful learning of new songs and paintings, succesful MRI acquisitions.",,2013,2014; Unknown status,,,no
,NCT01962064,N/A,FTDLD,80,2 years,Social cognition scores,,2013,2013; Unknown status,,,
