Table 9.  All Intervention Matches in independent trials involving more than 1 neurodegenerative disorder.,,,,,,,,,,,,,
Drug,Trial,Phase,Diagnosis,Number of Participants,Duration of Trial,Primary Outcome(s),Biomarker Outcome(s),Year Registered,Status,,,,
Rapamune,NCT03359538,P2,ALS,63,"From baseline to week 8, 18, 30 and week 54","T-reg number; Number of serious adverse events (SAEs) and AEs in placebo and treatment arms; Rapamycin capacity to pass through blood brain barrier; Rapamycin efficacy in inhibiting Mtor pathway; Changes in activation and homing capabilities of different T, B, natural killer (NK) cell subpopulations; Changes in CSF neurofilaments; Changes in blood biomarkers; Rapamycin-induced changes in inflammatory status; Changes in Amyotrophic Lateral Sclerosis functional rating scale (ALSFRS)-Revised; Tracheostomy-free survival rate; Changes in Forced vital capacity (FVC); Change in quality of life",,2017,"2021; Active, not recruiting",,,drug,
,NCT04200911,Early P1,AD,10,Change from baseline to 8 w,Blood brain barrier penetration of RAPA; Adverse events; Target engagement of RAPA treatment in Alzheimer's Disease (AD); Mini-Mental State Exam (MMSE); Alzheimer's Disease Assessment Scale (ADAS-Cog) Word list Immediate and Delayed; Electronic Gait Mapping; Grip Strength; Clinical Dementia Rating (CDR); Benson Figure Copy; Tablet-Based Cognitive Assessment (TabCat); Global Deterioration Scale; Neuropsychiatric Inventory (NPI); Functional activities questionnaire (FAQ); Pittsburgh Sleep Quality Index (PSQI),,2019,2020; Recruiting,,,,
Lithium Carbonate,NCT03185208,P4,MCI,80,At baseline and annually for 2 years,Change from baseline cognitive testing measures over 2 years; Change from baseline biomarker values over 2 years; Change from baseline brain volume values over 2 years as measured by structural imaging (7T MRI); Change from baseline brain integrity measures over 2 years as measured by structural imaging (7T MRI); Change from baseline cerebrospinal phospho tau levels over 2 years,,2017,2021; Recruiting,,,drug,
,NCT02862210,P2,FTDLD,60,12 w,"Change in agitation and aggression as measured by the Neuropsychiatric Inventory Scale (NPI); Proportion of responders in the lithium and placebo groups; Change in motor symptoms as measured by the NPI; Presence of adverse events as measured by the Treatment Emergent Symptoms Scale (TESS); The relationship between changes in brain-derived neurotropic factor (BDNF) serum levels and changes in NPI ""Agitation/Aggression"" score and ""Aberrant Motor Behavior"" score",,2016,2019; Recruiting,,,,
,NCT02601859,N/A,MCI,11,12 w,GSK-3 activity in PBMC isolates,,2015,2019; Completed,,,,
,NCT00997672,P2,MSA,10,0 w,"The Effect of Lithium on Mood Will be Explored With the Beck Depression Inventory.; Micro- and Macrostructural Magnetic Resonance Parameters Will be Compared Before and After Treatment. This Will Include Voxel Based Morphometry, Resting Functional MRI, Diffusion Tensor Imaging and MRI Spectroscopy.; Secondary Outcome Will be the Unified Multiple System Atrophy Rating Scale (UMSARS). Statistical Analysis Will be Performed to Compare the Effect of Treatment on Both Groups.; Primary Endpoint of the Study Will be the Difference in Number and Relative Frequency of Severe Adverse Events (SAE) and Non Severe Adverse Events (nSAE) Recorded During the Study, Between Treatment and Placebo Group.; Effect of Lithium on Quality of Life Will be Assessed With the EQ-5D Scale.",,2009,2014; Terminated,,,,
,NCT00818389,P2/P3,ALS,84,9 m: Baseline to study termination (January 2009 - October 2009),Amyotrophic Lateral Sclerosis Functional Rating Scale - Revised Questionnaire (ALSFRS-R); Vital Capacity (VC) (Percent of Predicted Normal); Amyotrophic Lateral Sclerosis Functional Rating Scale - Revised Questionnaire(ALSFRS-R),,2009,2011; Terminated,,,,
,NCT01055392,P2,AD,80,one year,"effect of lithium to delay progression of cognitive deficits in patients with amnestic MCI; effect of lithium on CSF levels of Total Tau, Phosphorylated Tau and Amyloid-beta42; the effect of lithium on the activity of GSK3β in platelets and leukocytes drawn from peripheral blood.",,2010,2010; Unknown status,,,,
Computerized Cognitive Training,NCT03205709,N/A,MCI,100,"[Time Frame: Baseline, Weeks 12, 52, 78]",Change overtime in the Alzheimer's Disease Assessment Scale-Cognitive (ADAS-Cog); UPSA; Neuropsychological Testing Composite Score; Change overtime in Pfeffer Functional Activities Questionnaire (FAQ); Geriatric Depression Scale; MMSE (Mini Mental Status Exam); WMS-III Logical Memory I & II; Block Design; Verbal Fluency; Boston Naming Task; Trails A and B; User engagement scale; UPSIT (University of Pennsylvania Smell Identification Test); Cognitive Reserve Index; Change overtime in the Neurocognitive Performance Test; Visual Reproduction Test,,2017,"2021; Active, not recruiting",,,device,
,NCT04452864,N/A,"AD, MCI",162,"Secondary endpoints will be assessed two to four times, depending on the study arm, as MRI assessments are not always performed after six and nine m.",Change in AD specific component score; MRI functional and structural,,2020,2020; Not yet recruiting,,,,
Tailored Lighting Intervention,NCT03777722,N/A,AD,60,"7 d during w 1 (baseline), 5, 9, 18 (second baseline), 22, and 26",Change in Glucose tolerance; Change in sleep disturbance; Change in depression; Sleep Efficiency using actigraphy; Light exposure using the Daysimeter,,2018,2021; Recruiting,,,device,
,NCT03933696,N/A,"AD, MCI",30,"One morning during Baseline, week 13, 25 and 48",Sleep disturbance; Metabolic control; Depression; Cognition; Sleep disturbance using actigraphy; Light measurements; Melatonin Levels,,2019,2021; Recruiting,,,,
Transcranial magnetic stimulation,NCT04699149,N/A,PD,36,3 w,DextQ-24; Nine Hole Peg test (9-HPT); Coin rotation task (CRT),,2021,2021; Recruiting,,,device,
,NCT03574207,Early P1,MCI,70,Potential changes will be assessed after each one-week rTMS treatment period. Results will be reported at the end of the study (approximately one year).,Changes in memory performance measured with the number of studied face-word associations recalled; Changes in intrinsic functional connectivity between the target brain region stimulated with rTMS and other brain regions.,,2018,2020; Recruiting,,,,
,NCT04012346,N/A,MCI,20,"On the beginning of the study, after completion of week stimulation a two w after completion of stimulation sessions.",Visual-attention task accuracy and reaction times; Resting state measurement,,2019,2019; Recruiting,,,,
,NCT02469675,N/A,ALS,39,"Assessed pre, then 0, 15, 30, and 90 minutes post-intervention.",Change in motor evoked potential (MEP) amplitude of the abductor pollicis brevis (APB) muscle response to single pulses of TMS; Hand dexterity; Safety and tolerability; Grip strength; Change in the duration of the 'cortical silent period' after TMS stimulation during APB contraction; F-wave responses of the APB muscle,,2015,2018; Completed,,,,
T-817MA,NCT04191486,P2,MCI,200,"Weeks 16, 28, 40, and 65","The change in alpha/theta ratio measured by the EEG from Baseline to Weeks 52 and 78; The change in cognitive function assessed by CDR-sb and working memory and attention domain as measured by the CFC from Baseline to Weeks 28, 52 and 78; The change in the CSF p-tau181 from Baseline to Week 78; The change in the CSF p-tau181 from Baseline to Week 52; The change in the CSF p-tau217 from Baseline to Weeks 52 and 78; The change in the CSF total tau from Baseline to Weeks 52 and 78; The change in the CSF Aβ1-42 from Baseline to Weeks 52 and 78; The change in the CSF Aβ1-40 from Baseline to Weeks 52 and 78; The change in the CSF neurofilament light (NFL) from Baseline to Weeks 52 and 78; The change in the CSF neurogranin from Baseline to Weeks 52 and 78; The change in the CSF YKL-40 from Baseline to Weeks 52 and 78; The change in the CSF Aβ1-42/Aβ1-40 ratio from Baseline to Weeks 52 and 78; The change in the plasma Aβ1-42 from Baseline to Weeks 52 and 78; The change in the plasma Aβ1-40 from Baseline to Weeks 52 and 78; The change in the plasma NFL from Baseline to Weeks 52 and 78; The change in brain volume (total brain volume (TBV), ventricular volume and hippocampal volume) and cortical thickness measured by vMRI from Baseline to Weeks 52 and 78; Safety as assessed by the occurrence of AEs, clinical laboratory tests, vital signs, physical examinations, ECGs; Population PK analysis of T-817MA with assessment of maximum plasma concentration (Cmax); Population PK analysis of T-817MA with assessment of minimum plasma concentration (Cmin); Population PK analysis of T-817MA with assessment of total daily exposure (AUC0-24h)",,2019,2021; Recruiting,,,drug,
,NCT00663936,P2,AD,373,52 w,"Evaluation of the efficacy of T-817MA in AD patients to treat dementia. Efficacy will be cognitive function, as measured by the ADAS-cog cognitive assessment.; Secondary objectives are to evaluate the safety of T-817MA and the activities of daily living (ADCS-ADL) of AD patients taking T-817MA, and to evaluate the efficacy of T-817MA in AD patients with an overall global assessment using the ADCS-CGIC.",,2008,2013; Completed,,,,
Ketogenic diet,NCT04701957,N/A,AD,70,12 m,Efficiency of ketogenic diet on brain metabolism; Efficiency of ketogenic diet on cognition; Feasibilty of Ketogenic diet with urinary ketone levels; Safety of ketogenic diet with weight; Safety of ketogenic diet with albumin levels; Safety of ketogenic diet with lipid levels; Efficiency of ketogenic diet on Instrumental Activities of Daily Living performance; Efficiency of ketogenic diet on Quality of Life,,2021,2021; Not yet recruiting,,,suppl,
,NCT00777010,N/A,MCI,62,6 or 8 w,"improvement in memory testing; correlation between diet, metabolic factors, memory performance, and cerebral activation",,2008,2017; Completed,,,,
,NCT02687698,N/A,PD,36,"Baseline, week 4 and week 8",Changes in resting energy expenditure,,2016,2016; Unknown status,,,,
Cognitive Remediation (CR),NCT02959502,N/A,"AD, MCI",40,Baseline to 8 w after baseline.,"Feasibility of training a facilitator (caregiver) to facilitate the administration of CR+tDCS to their ""patient"" partner as indicated by a positive response in the Perceived Competence Scale at 24 months from study baseline.; Assess change in Quality of Life Scale scores among patients between baseline and at the end of the 8-week course.; Measure the change in Quality of Life Scale scores among facilitators between baseline and at the end of the 8-week course.; Measure the change in cognition (as indicated by a change in the Sheehan Disability Scale) among patients between baseline and at the end of the 8-week course; Measure the change in cognition (as indicated by a change in the Sheehan Disability Scale) among facilitators between baseline and at the end of the 8-week course",,2016,2021; Recruiting,,,behav,
,NCT02386670,N/A,MCI,375,"Approximately 4, 12, 24, 36, 48, 60 m after baseline",Change in cognitive scores over time; Percentage of subjects who remain free of MCI or dementia over time,,2015,"2020; Active, not recruiting",,,,
[F-18]PBR06,NCT04616456,Early P1,MSA,8,1 month,standardized uptake values (SUV); standardized uptake ratios (SUVRs),,2020,"2021; Active, not recruiting",,,biom,
,NCT02649985,P1/P2,AD,105,1 month,Tissue Volume of Distribution; Standardized uptake values (SUV)/Standardized uptake value Ratios (SUVR),,2016,2020; Recruiting,,,,
,NCT03033680,P1/P2,MSA,16,1 month,Tissue Volume of Distribution,,2017,2020; Recruiting,,,,
Lithium,NCT04273932,P1,PD,20,Change from screening to week 24,"Geriatric Depression Scale-15; Plasma alpha-synuclein assessed by ultra-sensitive, immunomagnetic reduction assay (MagQu, LLC, Surprise, AZ).; Peripheral blood mononuclear cell (PBMC) Nurr1 mRNA levels by real-time polymerase chain reaction.; PBMC phosphorylated (p) and total (t) levels of pSerine9 and t-glycogen synthase kinase-3B; Plasma brain-derived neurotrophic factor (BDNF).; PBMC pThreonine308 and t-protein kinase B (Akt).; Trough, steady-state plasma lithium levels by ICP/MS; Patient tolerability; Movement Disorder Society-Unified Parkinson's Disease Rating Scale (MDS-UPDRS), Part III (Motor Examination) and question 1.11 (Constipation Problems) in the ""on"" state; Parkinson's Anxiety Scale; Fatigue Severity Scale; Insomnia Severity Index; Parkinson's Disease Questionnaire-8; Montreal Cognitive Assessment (MoCA)",,2020,2021; Recruiting,,,drug,
,NCT02129348,P2,AD,77,"Week 0, Week 12","Clinical Global Impression (CGI) Behavior; Change in Neuropsychiatric Inventory (NPI) Agitation/Aggression domain score; Change in NPI core score defined as sum score of NPI domains of agitation/aggression, delusions and hallucinations, with response defined as ≥ 30% in this score and a CGI Behavior change score of 1 or 2 (much or very much improved).; Young Mania Rating Scale; Treatment Emergent Signs and Symptoms (TESS); Simpson-Angus Scale; Basic Activities of Daily Living (BADL); Zarit Caregiver Burden Interview; Clinical Dementia Rating Scale (CDR); Folstein Mini-Mental Status Exam; Severe Impairment Battery",,2014,2020; Completed,,,,
,NCT00703677,P1/P2,"CBD, PSP",17,28 w,Frontal Assessment Battery (FAB): Change From Baseline; Unified Parkinson Disease Rating Scale (UPDRS) Motor Subscale Score: Change From Baseline; PSP-Quality of Life Scale (QoL):Change From Baseline; Geriatric Depression Scale(GDS)-15:Change From Baseline; PSP Rating Scale Score: Change From Baseline; Change in Glycogen Synthase Kinase (GSK)-3 Beta Activity; Change in Brain-Derived Neurotrophic Factor (BDNF) in CSF; Changes in Amount of Tau and Phosphorylated Tau in Cerebral Spinal Fluid (CSF); Study Drug Compliance; Ability to Tolerate Lithium Carbonate,,2008,2015; Completed,,,,
Sertraline,NCT02955719,N/A,MCI,145,Calculate the 6 month period prior to the last study assessment for a given recruitment site.,"Change in anxiety/depression/quality of life (QOL) scores among participants in the ICP and comparison groups; Acceptability and perceived utility of the ICP; Feasibility of the ICP; Adjustments made for the adoption of the ICP in primary care teams; Barriers to implementation of the ICP and the key elements to initiate, sustain and spread the ICP; Changes in the primary care providers' knowledge of, and ability to recognize and manage, depression, anxiety, and MCI in older adults.; Time-to-treatment initiation among those in the ICP arm versus those in the comparison arm.; Specific Aim 3a: To assess the impact of the ICP on the rates of diagnoses/detection among older patients with anxiety, depression, or MCI compared to before ICP implementation.; Specific Aim 3b: To assess the impact of ICP on rates of diagnoses/detection among patients of the same age cohort as our target ICP population, but not in our study sample.",,2016,2021; Completed,,,drug,
,NCT02655354,N/A,MCI,635,"Baseline, 3-month, 6-month, 12-month",Change from Baseline PTSD Checklist Civilian Over the Course of a Year; Change from Baseline Patient Health Questionnaire 9 item Depression Scale Over the Course of a Year; Change from Baseline Alcohol Use Disorders Identification Over the Course of a Year; Change from Baseline Short Form (SF)-12/36 Physical Function Over the Course of a Year; Patient Health Questionnaire Item 9 Suicide Question; Trauma Survivors Outcomes and Support (TSOS) Drug Use Items; Cognitive Impairment Scale; Brief Pain Inventory; SF-36 Quality of Life; TSOS Patient Satisfaction Questions,,2016,2019; Completed,,,,
,NCT02917122,P1/P2,PD,40,week 0 and 6,Change of Unified Parkinson's Disease Rating Scale among different weeks; Change of Hoehn and Yahr scale among different weeks; Change of Hamilton Rating Scale for Depression among different weeks; Change of Taiwanese Depression Questionnaire among different weeks; Change of Global Assessment of Functioning among different weeks; Change of clinical global impression among different weeks; Change of finger tapping test among different weeks; Change of continuous performance task among different weeks; Change of Wisconsin Card Sorting Test among different weeks; Change of Wechsler Memory Scale - Revised among different weeks,,2016,2016; Unknown status,,,,
,NCT01437189,N/A,PD,35,8 w,change from baseline in Hamilton Depression Rating Scale; change from baseline in questionnaire of PDQ-39,,2011,2011; Unknown status,,,,
Venlafaxine,NCT02955719,N/A,MCI,145,Calculate the 6 month period prior to the last study assessment for a given recruitment site.,"Change in anxiety/depression/quality of life (QOL) scores among participants in the ICP and comparison groups; Acceptability and perceived utility of the ICP; Feasibility of the ICP; Adjustments made for the adoption of the ICP in primary care teams; Barriers to implementation of the ICP and the key elements to initiate, sustain and spread the ICP; Changes in the primary care providers' knowledge of, and ability to recognize and manage, depression, anxiety, and MCI in older adults.; Time-to-treatment initiation among those in the ICP arm versus those in the comparison arm.; Specific Aim 3a: To assess the impact of the ICP on the rates of diagnoses/detection among older patients with anxiety, depression, or MCI compared to before ICP implementation.; Specific Aim 3b: To assess the impact of ICP on rates of diagnoses/detection among patients of the same age cohort as our target ICP population, but not in our study sample.",,2016,2021; Completed,,,drug,
,NCT02655354,N/A,MCI,635,"Baseline, 3-month, 6-month, 12-month",Change from Baseline PTSD Checklist Civilian Over the Course of a Year; Change from Baseline Patient Health Questionnaire 9 item Depression Scale Over the Course of a Year; Change from Baseline Alcohol Use Disorders Identification Over the Course of a Year; Change from Baseline Short Form (SF)-12/36 Physical Function Over the Course of a Year; Patient Health Questionnaire Item 9 Suicide Question; Trauma Survivors Outcomes and Support (TSOS) Drug Use Items; Cognitive Impairment Scale; Brief Pain Inventory; SF-36 Quality of Life; TSOS Patient Satisfaction Questions,,2016,2019; Completed,,,,
,NCT01609348,N/A,AD,5,12 w,Changes in Dose Response Using the Modified Alzheimer's Disease (AD) Cooperative Study-Clinical Global Impression of Change.,,2012,2018; Completed,,,,
,NCT01658228,P4,MCI,86,Week 0 Screening,WMS-R Logical Memory; MRI Scan; University of Pennsylvania Smell Identification Test (UPSIT); Apolipoprotein E Genotype; Boston Naming; COWAT; WAIS-III Block Design Subtest; WAIS-III Digit Symbol Subtest; Stroop; Trails A and B; WMS-III Visual Reproduction Subtest; Selective Reminding Test (SRT) Total Recall; Selective Reminding Test (SRT) Delayed Recall; FC-SRT; Alzheimer's Disease Assessment Scale - Cognitive (ADAS-Cog),,2012,2017; Completed,,,,
Adapted Tango Dancing,NCT02457832,N/A,PD,99,12 w,Percent signal change; Connectivity strength,,2015,"2021; Active, not recruiting",,,behav,
,NCT04146818,N/A,MCI,300,"baseline, 6 m, 12 m and 24 m",change in overall cognition; change in cognitive status; change in level of cognitive impairment; change in depressive symptoms; change in functional status; change in functional performance; change in social supports; change in the physical performance; change in psychological well being; change in quality of life; change in genetic biomarkers; change in trace elements,,2019,2020; Recruiting,,,,
Namenda,NCT00652457,P4,HD,50,"Baseline, 3 m from start of drug treatment, 6 m from start of drug treatment",Neuropsychiatric Inventory (NPI); Change in the Hopkins Verbal Learning Test - Revised for Delayed Recall (HVLT-R-delayed Recall),,2008,2021; Completed,,,drug,
,NCT03858270,P3,PD,50,Change from baseline to year-1 of FA for each brain region mentioned above.,"Change Judgment of Line Orientation test performance score (baseline to year-1); Change in Rey Auditory Verbal Learning Test (RAVLT) Scores (baseline to year-1); Change in Trail test performance time (baseline to year-1); Change in Stroop Color Word Test performance (baseline to year-1); Change in the Intracellular volume (ICV), as measured by MRI NODDI sequence, in multiple brain regions, baseline to year-1.; Change in the mean kurtosis (MK), an index of tissue complexity, as measured by MRI diffusion kurtosis (DKI) sequence sequence, in multiple brain regions (mentioned in outcome #5), baseline to year-1.; Change in cortical thickness (Cth), as measured by MRI T1 sequence, in multiple brain regions (mentioned in outcome #5), baseline to year-1.; Change in fractional anisotropy (FA), as measured by diffusion tensor imaging (DTI) sequence, in multiple brain regions (mentioned in outcome #5), baseline to year-1.",,2019,2020; Recruiting,,,,
,NCT01458470,P2,HD,19,24 w,Utility of TRACK-HD study endpoints in a clinical trial setting; Neuropsychiatric and Cognitive Test Scores,,2011,2020; Completed,,,,
,NCT02118727,P2,ALS,90,the course of 36 w of treatment,"Disease progression as measured by the number of points lost on the ALS Functional Rating-Scale-Revised (ALSFRS-R); Measuring the levels of Tau, pNFH and the pNFH/C3 ratio in blood; Slowing of behavioral decline in those with FTD characteristics based on the NPI-Q and the ALS-CBS",,2014,2019; Recruiting,,,,
,NCT01902004,P4,MCI,115,"Measured at 3, 6 m and 12 m",Number of Participants With Adverse Events; Change in Cognitive Domain Scores; Change in Montgomery Asberg Depression Rating Scale; Change in Hamilton Depression Rating Scale,,2013,2019; Completed,,,,
,NCT00294554,N/A,PD,20,24 w,CIBIC-Plus Score; Change in Dementia Rating Scale (DRS) Memory Subscore,,2006,2017; Completed,,,,
,NCT00255086,P3,AD,17,Baseline; Year 1,Mean Change on the ADAS-Cog Score After 1 Year; NAA/Cr Ratio,,2005,2017; Completed,,,,
,NCT00120874,P4,AD,20,Baseline to 52 w,Change From Baseline of the Mini-Mental State Examination (MMSE); Change From Baseline of the Revised Memory and Behavior Problems Checklist (RMBPC): Caregiver Reaction; Change From Baseline of the Revised Memory and Behavior Problems Checklist (RMBPC): Frequency; Change From Baseline of The Behavioral Pathology in Alzheimer's Disease Frequency Weighted Severity Scale (BEHAVE-AD-FW); Change From Baseline of the Functional Assessment Staging Disability Score (FAST-DS); Change From Baseline of The Alzheimer's Disease Cooperative Study Activities of Daily Living Inventory Modified for Severe Dementia Abbreviated Version (ADCS-ADLsev-abv); Change From Baseline of the Severe Impairment Battery (SIB); Change From Baseline in Clinician Interview-Based Assessment of Change Plus Caregiver Input (CIBIC-Plus) Global Score (New York Univeristy Version),,2005,2016; Completed,,,,
,NCT01876823,P2/P3,"AD, MCI",60,"Baseline, Week 48",Conversion to Dementia Using Clinical Dementia Rating (CDR); Change in Clinical Global Impression - Cognitive Change; Change in Clinical Global Impression - Depression Change; Change in Treatment Emergent Side Effects (TESS); Change in 24-item HAMD; Change in Trails A; Change in Trails B; Change in Selective Reminding Test - Delayed Recall (SRT-DR); Change in Wechsler Memory Scale-III (WMS-III); Change in Selective Reminding Test - Total Immediate Recall (SRT-IR),,2013,2014; Completed,,,,
,NCT00933608,P4,AD,17,baseline (pre-treatment) and 4 m (post-treatment),N-acetylaspartate,,2009,2014; Completed,,,,
,NCT00476008,P4,AD,60,baseline and 12 m,Alzheimer's Disease Assessment Scale - Cognitive Subscale (ADAS-Cog); Cognitive Dementia Rating Scale; Motor Free Visual Perception Test - Visual Closure Subtest; Useful Field of View; Mini Mental Status Exam; Trail Making Test - Part B; Trail Making Test - Part A; Rey Complex Figure Test; Fuld Object Memory Evaluation; The Primary Outcome Measure is the Number of Subjects in Each Group Who Are Able to Pass the DriveABLE On-Road Test at Month 12 (Endpoint).,,2007,2014; Completed,,,,
,NCT00551161,P4,AD,12,"Baseline, 24 w, and 48 w","Changes in the Metabolite Ratios of N-acetylaspartate (NAA) to Creatine (Cr), Myo-inositol (mI) to Cr, Choline (Cho) to Cr, NAA to Cho, and NAA to mI, on Cholinesterase Monotherapy vs Combination of Memantine and Cholinesterase Inhibitor",,2007,2014; Completed,,,,
,NCT00594737,P3,FTDLD,17,6 m,"Metabolic activity in frontal and temporal lobes.; Behavioural inventories, UPDRS Motor scale.",,2008,2012; Completed,,,,
Education,NCT04694443,N/A,PD,76,8 m,Incidence of falls reduction; Feasibility; Cost-effectiveness; Healt-related quality of life,,2021,2021; Recruiting,,,delete,
,NCT03522389,N/A,MCI,39,8 w,Changed score of gait velocity in single-task condition; Changed score of stride time variability in single-task condition; Changed score of stride time variability in dual -task condition; Changed score of gait velocity in dual -task condition; Changed score of MoCA,,2018,2018; Unknown status,,,behav,
,NCT01217541,N/A,AD,700,12 m after baseline assessment,"Quality of Life in Severe Dementia (QUALID), Person-Centred Care Assessment Tool (P-CAT, 2010); Neuropsychiatric Inventory - Nursing Home version, Cornell Scale of Depression in Dementia, Registration of Constraints (Kirkevold, 2004)",,2010,2014; Completed,,,,
,NCT00558402,P2,AD,72,"Measured 0, 8, and 16 Weeks",EEG measuring reaction time; Caregiver stress (Revised Memory and Behavior Problems Checklist); 5-Facet Mindfulness Questionnaire; Perceived Self-Efficacy,,2007,2014; Completed,,,,
,NCT01076712,N/A,PD,112,"Baseline. Immediate, 3-month, 6-month and 1 year Post-intervention",Activities-Specific Balance Confidence Scale (Chinese version); Movement Disorder Society-Unified Parkinson's Disease Rating Scale; Levodopa equivalent daily dosage (LEDD); Timed Up and Go Test; Parkinson's Disease Questionnaire (Standard Chinese Version); Number of Injurious Falls,,2010,2010; Unknown status,,,,
aerobic exercise,NCT04651140,N/A,PD,30,changes of microRNA from baseline at four w,Movement Disorder Society-United Parkinson's Disease Rating Scale (MDS-UPDRS); Montreal Cognitive Assessing(MoCA) score; The Epworth Sleeping Scale(ESS); Non-Motor Symptom Scale (NMSS); cerebral blood variation by Head MRI; cerebral blood flow velocity; the level of arterial blood pressure; the concentration of microRNA in peripheral blood by gene chip,,2020,2021; Enrolling by invitation,,,behav,
,NCT04653285,N/A,PD,20,Week 1: score at baseline; Week 8: score at seven day retention,Time in balance; Root mean square error (RMSE); Dual-Task-Performance: Counting Backwards; Transfer Test Performance: Fullerton Advanced Balance Scale (FAB - Scale); Muscular Endurance: Five Times Sit to Stand Test; BDNF - Levels (Brain-derived neurotrophic factor); VO2 max Level; Unified Parkinson's Disease Rating Scale (UPDRS) - Motor Score; Montreal Cognitive Assessment Score (MoCA - Score),,2020,2020; Recruiting,,,,
,NCT04496778,N/A,AD,60,3 m,change of cognitive function; changes of hemoglobin level; changes of balance; changes of quality of life; changes of body mass index; changes of waist hip ratio,,2020,2020; Completed,,,,
,NCT03886090,N/A,PD,18,"Day 1: performance at end of skill acquisition (last practice block), Day 2: 24-hour retention performance, Day 3: seven-day retention performance",Time in balance; Root mean square error (RMSE),,2019,2020; Completed,,,,
,NCT03245216,N/A,PD,28,"Baseline (first trial of practice day 1), 1 day (last trial of practice day 1), and 7 d (first trial of 7-day retention session).",Motor Learning (Precision); Motor Learning (Variability),,2017,2018; Completed,,,,
FDG,NCT03507257,,"MCI, AD",700,"CN participants: Month 0, Month 12 and Month 24; EOAD/EOnonAD participants: Month 0, Month 12, Month 24, Month 36 and Month 48",Rate of change in cognition as measured by the Alzheimer's Disease Assessment Scale-Cognitive (ADAS-Cog13); Rate of change in cognition as measured by the Clinical Dementia Rating - Sum of Boxes (CDR-SB); Change in tau deposition as measured by flortaucipir (18F-AV-1451) Positron Emission Tomography (PET) imaging; Change in amyloid deposition as measured by florbetaben using Positron Emission Tomography (PET) imaging; Neurodegeneration as measured by fluorodeoxyglucose (FDG) Positron Emission Tomography (PET) imaging compared to magnetic resonance imaging (MRI); Change in brain structure using magnetic resonance imaging (MRI); Change in cerebrospinal fluid (CSF) biomarkers; Change in plasma biomarkers,,2018,2020; Recruiting,,,delete,biom
,NCT01890343,P2,"FTDLD, AD",34,50-60 minutes after injection,Quantitative Amyloid Image Assessment; Qualitative Amyloid Image Assessment,,2013,2014; Completed,,,,
AFQ056,NCT01173731,P2,PD,66,3.5 years,"Incidence and severity of AEs/SAEs, changes in vital signs, lab assessments and ECGs, in cognitive function (MMSE), psychiatric symptoms (SCOPA-PC), and underlying symptoms of PD (UPDRS part III, CGIC, PGIC).; Assessment of dyskinetic symptoms by change from baseline in mAIMS total score; Investigator and patient assessment of clinical changes in dyskinetic symptoms and disability due to dyskinesia compared to baseline, as measured by the corresponding CGIC and PGIC items respectively",,2010,2020; Completed,,,drug,
,NCT01385592,P2,PD,78,12 w,"Anti-dyskinetic efficacy as measured by the modified AIMS (Abnormal Involuntary Movement Scale) total score. To assess how titration of AFQ056 at 2-week intervals affects tolerability profile; Anti-dyskinetic efficacy as measured by the Lang-Fahn Activities of Daily Living Dyskinesia Scale (LFADLDS); Change from baseline on patient's disability caused by the dyskinesia as assessed by a clinician-rated global impression of change (CGIC); Total ON- and OFF-times and ON-time with dyskinesia and with troublesome dyskinesias (patient diary); Anti-dyskinetic efficacy as measured by items 32, 33 and 34 of Part IV of the Unified Parkinson's Disease Rating Scale (UPDRS ); Safety of AFQ056 as measured by changes in vital signs, laboratory values, electrocardiogram and number of Adverse Events",,2011,2020; Completed,,,,
,NCT01491529,P2,PD,154,12 w,"Time to onset of adverse events; Change in modified AIMS (Abnormal Involuntary Movement Scale) total score from baseline to Week 12; The incidence rate of adverse events; The percentage of patients reaching and maintaining the target dose during the fixed dose treatment period; The percentage of patients discontinued during the up titration period due to AE; The change in total score and sub-score of UDysRS Parts I, II, III, and IV from baseline to Week 12; Change in Lang-Fahn Activities of Daily Living Dyskinesia Scale (LFADLDS) total score from baseline to Week 12; Change in clinician-rated global impression of change (CGIC) score from baseline to Week 12; Change from baseline Total ON- and OFF-times and ON-time with dyskinesia and with troublesome dyskinesias (patient diary) to Week 12; Change in score for items 32, 33 and 34 of Part IV of the Unified Parkinson's Disease Rating Scale (UPDRS ) from baseline to Week 12; Changes in vital signs from baseline to each post-baseline visit; Changes in hematology/blood chemistry and urinalysis laboratory evaluations from baseline to each post-baseline visit where hematology/blood chemistry and urinalysis are collected; Changes in electrocardiogram (ECG) from baseline to each post-baseline visit where ECGs are performed; Percentage of adverse events including treatment emergent adverse events and serious adverse events; Change in Unified Parkinson's Disease Rating Scale (UPDRS) Part III (Motor Examination) scores from baseline to Week 12; Change in Mini Mental State Exam (MMSE) total scores from baseline to Week 12; Change in cognitive test battery (CogState) scores form baseline to Week 12; Total scores of the Scales for Outcomes in Parkinson's disease - Psychiatric Complications (SCOPA-PC); Proportion of patients who have suicidal ideation and behavior as mapped to Columbia Classification Algorithm for Suicide assessment (C-CASA) using data from Columbia-Suicide Severity Rating Scale (C-SSRS); Plasma Pharmacokinetics of AFQ056 in patients with Parkinson's disease with moderate to severe dyskinesias; Pharmacokinetics of AFQ056 in patients with Parkinson's disease with moderate to severe dyskinesias; Investigate the safety of concomitant administration of AFQ056 with amantadine",,2011,2020; Completed,,,,
